K..Mandi,K..Tidur,L..Bangunan,Sertifikat,Tipe.Properti,Kota,Price
2626,1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,500000000
2627,2,2,67,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,960000000
2628,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1600000000
2629,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,675000000
2630,1,1,55,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3000000000
2631,2,3,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
2632,4,4,316,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2900000000
2633,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,250000000
2634,3,4,135,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2635,1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,465000000
2636,2,3,80,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,1000000000
2637,1,1,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,800000000
2638,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2340000000
2639,1,2,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,420000000
2640,3,4,170,SHM - Sertifikat Hak Milik,Rumah,Depok,2300000000
2641,1,1,23,HGB - Hak Guna Bangunan,Apartemen,Depok,480000000
2642,3,3,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1340000000
2643,2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1800000000
2644,1,2,45,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1350000000
2645,3,3,81,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1190000000
2646,1,2,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
2647,3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2648,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
2649,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
2650,2,3,68,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1300000000
2651,1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
2652,2,3,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2800000000
2653,3,4,115,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1950000000
2654,2,2,72,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3500000000
2655,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,270000000
2656,1,1,46,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,800000000
2657,2,3,117,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,2900000000
2658,2,2,65,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,930000000
2659,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,560000000
2660,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,350000000
2661,1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2662,1,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1550000000
2663,2,2,122,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
2664,3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1230000000
2665,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1600000000
2666,3,4,210,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3800000000
2667,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
2668,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3250000000
2669,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
2670,1,1,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,4500000000
2671,1,1,37,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,735000000
2672,2,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
2673,2,3,90,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1290000000
2674,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,410000000
2675,1,2,47,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,900000000
2676,2,3,94,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2400000000
2677,2,3,101,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2900000000
2678,1,1,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,980000000
2679,2,4,228,HGB - Hak Guna Bangunan,Rumah,Jakarta Utara,2300000000
2680,3,4,239,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4800000000
2681,1,2,98,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1350000000
2682,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,600000000
2683,2,3,127,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2600000000
2684,2,3,130,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2750000000
2685,1,1,49,HP - Hak Pakai,Apartemen,Jakarta Pusat,775000000
2686,1,1,14,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,290000000
2687,1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,800000000
2688,4,4,209,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5300000000
2689,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,310000000
2690,2,4,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4200000000
2691,4,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4150000000
2692,1,2,77,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1700000000
2693,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,397000000
2694,4,4,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1970000000
2695,1,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2100000000
2696,3,2,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2750000000
2697,3,3,173,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3500000000
2698,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,380000000
2699,2,2,61,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,812000000
2700,1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2701,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
2702,3,3,140,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2500000000
2703,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
2704,1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1250000000
2705,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2706,3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2707,3,3,162,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3300000000
2708,2,2,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2500000000
2709,2,3,66,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,888000000
2710,2,3,145,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,5800000000
2711,1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1100000000
2712,2,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2000000000
2713,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,428000000
2714,1,2,44,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1500000000
2715,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,935000000
2716,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2717,1,1,316,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2750000000
2718,3,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,650000000
2719,2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1170000000
2720,1,1,29,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,499000000
2721,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,421000000
2722,1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,350000000
2723,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,390000000
2724,1,1,23,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,310000000
2725,3,4,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2300000000
2726,1,2,56,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,950000000
2727,1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,865000000
2728,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,650000000
2729,2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
2730,1,1,28,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1100000000
2731,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,330000000
2732,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,2700000000
2733,2,3,79,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,2100000000
2734,2,2,50,SHM - Sertifikat Hak Milik,Rumah,Depok,735000000
2735,2,3,122,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2700000000
2736,1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,275000000
2737,1,1,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,990000000
2738,3,2,62,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1790000000
2739,5,4,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2950000000
2740,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,500000000
2741,2,3,66,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1250000000
2742,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Depok,370000000
2743,2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
2744,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2745,2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
2746,2,1,42,SHM - Sertifikat Hak Milik,Rumah,Depok,816000000
2747,1,2,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,800000000
2748,3,3,160,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2200000000
2749,3,3,140,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1770000000
2750,2,2,157,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4000000000
2751,2,2,108,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,4000000000
2752,1,2,56,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1800000000
2753,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2754,1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,530000000
2755,1,1,34,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,480000000
2756,2,2,85,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1500000000
2757,1,2,70,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1800000000
2758,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,598000000
2759,4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
2760,2,2,110,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1600000000
2761,3,3,154,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4190000000
2762,1,2,33,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,300000000
2763,3,3,96,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1850000000
2764,1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1700000000
2765,2,2,84,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1600000000
2766,1,2,53,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1400000000
2767,3,3,175,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2768,1,1,14,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,290000000
2769,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,360000000
2770,1,1,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1450000000
2771,1,1,32,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,700000000
2772,2,2,42,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,519000000
2773,2,3,110,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1550000000
2774,2,3,72,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1600000000
2775,1,1,17,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,450000000
2776,1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,375000000
2777,3,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,4000000000
2778,3,3,198,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,5350000000
2779,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1950000000
2780,3,3,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3500000000
2781,1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,675000000
2782,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2783,3,2,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2400000000
2784,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
2785,1,2,72,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2300000000
2786,1,2,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,500000000
2787,2,2,110,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3100000000
2788,2,3,76,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
2789,3,3,108,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
2790,3,3,155,SHM - Sertifikat Hak Milik,Rumah,Depok,1720000000
2791,4,4,240,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3800000000
2792,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,640000000
2793,1,2,60,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1800000000
2794,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1400000000
2795,3,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,5900000000
2796,2,2,88,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,4000000000
2797,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1080000000
2798,3,3,175,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2799,2,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1200000000
2800,2,3,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,415000000
2801,1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,460000000
2802,4,4,117,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2500000000
2803,4,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1700000000
2804,2,4,142,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,4400000000
2805,2,3,68,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1300000000
2806,1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2807,1,1,41,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,850000000
2808,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
2809,3,4,300,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3500000000
2810,3,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,4200000000
2811,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,672000000
2812,3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2700000000
2813,1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,390000000
2814,1,2,77,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,650000000
2815,3,3,155,SHM - Sertifikat Hak Milik,Rumah,Depok,1720000000
2816,3,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2850000000
2817,2,2,55,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,1080000000
2818,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3480000000
2819,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,950000000
2820,1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,730000000
2821,2,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
2822,2,3,72,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,750000000
2823,1,2,100,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2250000000
2824,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2825,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
2826,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1520000000
2827,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
2828,1,2,44,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1500000000
2829,1,1,33,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
2830,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,485000000
2831,1,2,48,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,700000000
2832,1,1,36,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,955000000
2833,1,2,48,HGB - Hak Guna Bangunan,Apartemen,Depok,1200000000
2834,4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2620000000
2835,2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,995000000
2836,2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
2837,1,2,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1400000000
2838,1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
2839,1,2,50,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1490000000
2840,1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
2841,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
2842,2,3,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1600000000
2843,3,4,131,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,3000000000
2844,1,2,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,500000000
2845,1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,275000000
2846,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
2847,1,1,27,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,585000000
2848,1,2,39,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,650000000
2849,1,1,35,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,700000000
2850,1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,275000000
2851,1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,600000000
2852,1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1500000000
2853,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,325000000
2854,1,1,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,900000000
2855,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,950000000
2856,3,3,63,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1290000000
2857,2,3,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4250000000
2858,2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
2859,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,390000000
2860,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1800000000
2861,2,4,175,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1790000000
2862,3,3,112,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
2863,3,1,60,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1400000000
2864,2,3,122,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3900000000
2865,1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1280000000
2866,2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
2867,2,3,66,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,888000000
2868,2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
2869,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1300000000
2870,2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2871,3,4,135,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3300000000
2872,5,4,220,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4700000000
2873,3,3,156,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
2874,3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
2875,2,2,91,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2100000000
2876,1,2,63,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,995000000
2877,1,2,65,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,2500000000
2878,1,1,90,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1100000000
2879,1,1,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,550000000
2880,3,3,75,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,1700000000
2881,1,1,14,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,250000000
2882,4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2400000000
2883,1,2,47,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,900000000
2884,2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1300000000
2885,3,3,130,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1550000000
2886,2,3,146,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2800000000
2887,1,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,1160000000
2888,1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,450000000
2889,1,1,31,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,475000000
2890,3,3,120,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2450000000
2891,2,3,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4200000000
2892,1,1,25,HS - Hak Sewa,Apartemen,Depok,850000000
2893,1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,950000000
2894,1,1,29,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,585000000
2895,1,2,35,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,425000000
2896,2,2,113,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,3600000000
2897,2,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,2400000000
2898,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
2899,3,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,1370000000
2900,1,2,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1240000000
2901,2,3,87,SHM - Sertifikat Hak Milik,Apartemen,Depok,1650000000
2902,3,3,150,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,3500000000
2903,3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2904,1,2,84,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,2100000000
2905,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,260000000
2906,2,2,147,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3650000000
2907,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,295000000
2908,1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,450000000
2909,2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2300000000
2910,1,2,44,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,690000000
2911,1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,320000000
2912,1,1,23,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,310000000
2913,1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,480000000
2914,1,1,20,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,435000000
2915,1,1,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1650000000
2916,2,3,138,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3700000000
2917,3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
2918,1,2,49,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1700000000
2919,1,1,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1250000000
2920,3,4,125,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2921,3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2400000000
2922,2,2,94,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3400000000
2923,2,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2000000000
2924,1,3,147,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,4800000000
