kamar_mandi,kamar_tidur,luas_bangunan,sertifikat,tipe_properti,kota,harga
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2350000000
1,2,35,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,560000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,400000000
2,3,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4500000000
2,3,71,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,1870000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Depok,1040000000
3,4,100,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1950000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,313000000
4,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2970000000
1,1,44,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1550000000
3,4,324,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2500000000
3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
2,3,70,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1950000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,370000000
2,3,106,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2150000000
3,3,142,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3400000000
4,4,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3400000000
2,3,196,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3100000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,800000000
4,4,165,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Depok,779000000
2,3,136,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,3500000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3850000000
2,3,198,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,3750000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,380000000
2,3,88,HGB - Hak Guna Bangunan,Apartemen,Depok,650000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2100000000
1,2,57,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,978000000
1,2,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,690000000
4,4,162,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4400000000
3,4,180,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,2200000000
1,3,112,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3900000000
1,2,66,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,770000000
1,1,48,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1550000000
1,2,40,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1350000000
3,3,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2750000000
3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
1,1,23,HGB - Hak Guna Bangunan,Apartemen,Depok,600000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
3,4,250,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,4800000000
1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,500000000
3,3,130,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,3500000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,325000000
2,3,91,SHM - Sertifikat Hak Milik,Rumah,Depok,2130000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,350000000
3,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1750000000
1,2,60,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,1300000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1700000000
1,2,100,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,800000000
2,3,84,SHM - Sertifikat Hak Milik,Rumah,Depok,1000000000
2,3,110,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2100000000
2,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1700000000
2,3,93,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2180000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,880000000
1,1,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,399000000
2,3,104,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2200000000
1,3,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2000000000
3,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,610000000
1,2,49,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
2,3,112,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2350000000
1,3,68,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1450000000
2,3,98,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,2400000000
4,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2200000000
2,3,157,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4000000000
1,1,17,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,280000000
3,3,230,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3200000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,251000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,2000000000
4,4,150,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5100000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,750000000
1,2,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,485000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,655000000
1,1,44,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,1500000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1000000000
2,2,133,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5300000000
2,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,4700000000
1,2,74,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1000000000
1,2,38,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,900000000
2,3,112,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1800000000
1,1,21,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,350000000
2,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,589000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
1,2,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,500000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,610000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,370000000
3,3,120,SHM - Sertifikat Hak Milik,Rumah,Depok,1490000000
1,2,30,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,705000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1490000000
3,3,111,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,2500000000
3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
1,2,65,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,850000000
2,2,50,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1100000000
1,1,40,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,985000000
3,3,113,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4950000000
1,1,31,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,650000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,235000000
2,3,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5650000000
4,4,94,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2500000000
1,2,31,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,696000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
1,2,34,SHM - Sertifikat Hak Milik,Rumah,Depok,765000000
1,1,57,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,700000000
1,1,25,SHM - Sertifikat Hak Milik,Apartemen,Depok,645000000
2,3,93,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
2,3,76,SHM - Sertifikat Hak Milik,Rumah,Depok,865000000
3,3,260,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2600000000
2,2,149,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4750000000
1,1,14,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,300000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1470000000
1,2,61,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,995000000
1,2,73,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1700000000
3,3,112,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1700000000
3,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2570000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,400000000
2,2,70,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,790000000
1,2,63,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1500000000
3,3,400,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,3000000000
2,2,113,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2700000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,485000000
3,4,100,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1950000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,470000000
1,2,82,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1800000000
1,1,28,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,580000000
3,3,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1050000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,480000000
1,1,35,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,399000000
1,1,36,HP - Hak Pakai,Apartemen,Jakarta Pusat,500000000
2,3,200,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,875000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,950000000
3,3,155,SHM - Sertifikat Hak Milik,Rumah,Depok,1720000000
3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1950000000
2,2,122,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,2200000000
1,2,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,2600000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,720000000
2,3,45,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,699000000
2,2,82,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,3400000000
1,1,25,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,550000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1450000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,425000000
1,2,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,1200000000
2,3,90,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1330000000
1,1,17,HGB - Hak Guna Bangunan,Apartemen,Depok,255000000
3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
1,2,31,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,495000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
2,3,70,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,845000000
3,4,300,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,4490000000
2,2,95,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,1700000000
2,2,99,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1900000000
3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Depok,425000000
3,2,107,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,1150000000
1,1,20,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,290000000
3,3,135,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2600000000
1,1,33,HGB - Hak Guna Bangunan,Apartemen,Depok,525000000
1,1,63,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,750000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1250000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,385000000
2,3,73,SHM - Sertifikat Hak Milik,Rumah,Depok,1480000000
5,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3650000000
3,3,135,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,5000000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,275000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1350000000
2,4,146,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3290000000
1,2,58,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1050000000
1,1,32,HGB - Hak Guna Bangunan,Apartemen,Depok,830000000
2,3,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,990000000
2,2,60,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Utara,1200000000
1,1,26,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,700000000
3,4,261,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3900000000
3,3,200,SHM - Sertifikat Hak Milik,Rumah,Depok,2900000000
2,2,113,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2400000000
2,3,72,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,890000000
4,3,216,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2990000000
1,1,22,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,485000000
3,3,90,SHM - Sertifikat Hak Milik,Rumah,Depok,1450000000
2,2,64,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,950000000
1,1,28,SHM - Sertifikat Hak Milik,Apartemen,Depok,725000000
1,2,52,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1450000000
2,2,175,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,5300000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2,3,150,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2800000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,350000000
1,1,21,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,385000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
1,2,43,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,1100000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,320000000
3,3,161,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2800000000
1,1,34,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,950000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,390000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
2,3,150,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,5700000000
2,2,75,SHM - Sertifikat Hak Milik,Rumah,Jakarta Utara,255000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,685000000
3,3,300,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,5500000000
1,1,43,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,590000000
3,3,83,SHM - Sertifikat Hak Milik,Rumah,Depok,1260000000
1,2,80,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,4200000000
4,4,380,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,5500000000
1,1,45,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1500000000
4,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2100000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1400000000
3,3,130,SHM - Sertifikat Hak Milik,Rumah,Depok,1960000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1350000000
3,3,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,1,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1690000000
1,1,44,HGB - Hak Guna Bangunan,Apartemen,Jakarta Timur,949000000
1,2,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,700000000
1,1,51,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1200000000
2,3,146,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,3100000000
2,3,133,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1590000000
3,3,85,SHM - Sertifikat Hak Milik,Rumah,Depok,1600000000
1,2,41,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,925000000
2,3,120,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1430000000
1,2,36,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,260000000
1,2,72,HGB - Hak Guna Bangunan,Apartemen,Jakarta Utara,575000000
1,1,32,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,787000000
4,3,197,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,2970000000
2,2,73,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,2900000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
1,1,24,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,600000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,785000000
4,3,220,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,3700000000
1,2,47,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,850000000
3,3,110,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1450000000
1,1,26,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,500000000
2,2,50,SHM - Sertifikat Hak Milik,Rumah,Depok,605000000
2,3,72,SHM - Sertifikat Hak Milik,Rumah,Depok,590000000
2,3,66,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,888000000
1,1,43,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,649000000
2,3,88,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Tangerang Selatan,2200000000
2,4,96,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2300000000
1,1,17,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,300000000
1,2,42,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
1,1,30,SHM - Sertifikat Hak Milik,Apartemen,Tangerang Selatan,575000000
1,1,24,HGB - Hak Guna Bangunan,Apartemen,Depok,378000000
1,1,38,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Selatan,1400000000
1,2,36,HGB - Hak Guna Bangunan,Apartemen,Depok,380000000
2,3,80,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,960000000
2,3,86,SHM - Sertifikat Hak Milik,Rumah,Depok,1280000000
2,2,87,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3900000000
2,3,87,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,1120000000
4,4,240,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3800000000
1,2,34,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,600000000
1,1,25,HGB - Hak Guna Bangunan,Apartemen,Tangerang Selatan,600000000
2,3,141,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,4300000000
3,3,105,SHM - Sertifikat Hak Milik,Rumah,Depok,1250000000
3,4,155,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2270000000
1,2,32,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,280000000
2,3,130,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1620000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Depok,300000000
1,2,45,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,620000000
2,3,86,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2000000000
2,3,161,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,4500000000
2,3,143,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,3700000000
1,2,66,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,1600000000
1,1,42,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,1250000000
1,1,41,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Pusat,975000000
4,4,250,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,5500000000
1,2,33,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,250000000
2,4,180,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3100000000
3,4,115,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
1,2,81,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3100000000
2,3,176,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,3970000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,260000000
1,1,37,HGB - Hak Guna Bangunan,Apartemen,Jakarta Barat,850000000
1,2,56,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,745000000
2,3,105,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1500000000
1,1,21,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,250000000
2,3,60,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,785000000
1,1,37,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,800000000
2,4,202,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Barat,3200000000
2,2,92,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,2850000000
2,4,110,SHM - Sertifikat Hak Milik,Rumah,Depok,1300000000
1,2,76,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,1100000000
4,4,320,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,3300000000
2,3,105,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1900000000
2,2,88,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2150000000
1,1,68,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Selatan,2600000000
1,2,42,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,757000000
3,4,170,SHM - Sertifikat Hak Milik,Rumah,Jakarta Timur,2690000000
3,3,150,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1950000000
1,2,30,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,410000000
2,3,118,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Utara,2100000000
3,4,210,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2850000000
1,2,48,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,650000000
2,2,65,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Barat,1900000000
1,1,22,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,389000000
2,3,88,SHM - Sertifikat Hak Milik,Rumah,Depok,1510000000
1,1,24,SHM - Sertifikat Hak Milik,Apartemen,Depok,430000000
1,1,29,HGB - Hak Guna Bangunan,Apartemen,Jakarta Selatan,1200000000
1,2,40,SHM - Sertifikat Hak Milik,Rumah,Depok,908000000
2,2,74,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Pusat,1000000000
3,4,112,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,2000000000
1,1,57,HGB - Hak Guna Bangunan,Apartemen,Jakarta Pusat,975000000
3,3,140,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,1620000000
3,3,115,SHM - Sertifikat Hak Milik,Rumah,Depok,1200000000
2,2,100,SHM - Sertifikat Hak Milik,Rumah,Jakarta Pusat,4800000000
4,4,162,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1750000000
1,2,36,SHM - Sertifikat Hak Milik,Apartemen,Jakarta Timur,750000000
2,2,100,"Lainnya (PPJB,Girik,Adat,dll)",Rumah,Jakarta Utara,3200000000
1,1,29,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Tangerang Selatan,780000000
2,3,104,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Pusat,2500000000
1,2,45,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Timur,1400000000
4,4,200,SHM - Sertifikat Hak Milik,Rumah,Jakarta Selatan,3480000000
1,2,54,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,1250000000
3,4,180,SHM - Sertifikat Hak Milik,Rumah,Tangerang Selatan,2600000000
3,3,98,SHM - Sertifikat Hak Milik,Rumah,Jakarta Barat,1700000000
3,4,200,HGB - Hak Guna Bangunan,Rumah,Jakarta Barat,3500000000
3,3,80,SHM - Sertifikat Hak Milik,Rumah,Depok,1610000000
1,3,186,"Lainnya (PPJB,Girik,Adat,dll)",Apartemen,Jakarta Barat,5300000000
